Quarter,Geographical region,Country of nationality,"Total Family",Partner ,"Partner (for immediate settlement)",Child ,"Child (for immediate settlement)",Other ,"Other (for immediate settlement)"
2009 Q2,Oceania,Nauru,0,0,0,0,0,0,0
2009 Q2,Asia South,Nepal,170,122,12,0,26,1,9
2009 Q2,EU 14,Netherlands,0,0,0,0,0,0,0
2009 Q2,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2009 Q2,Oceania,New Caledonia,0,0,0,0,0,0,0
2009 Q2,Oceania,New Zealand,78,66,5,0,7,0,0
2009 Q2,America Central and South,Nicaragua,1,1,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Nigeria,257,222,4,0,28,1,2
2009 Q2,Oceania,Niue,0,0,0,0,0,0,0
2009 Q2,Oceania,Norfolk Island,0,0,0,0,0,0,0
2009 Q2,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2009 Q2,Europe Other,Norway,0,0,0,0,0,0,0
2009 Q2,Middle East,Occupied Palestinian Territories,13,10,1,0,0,2,0
2009 Q2,Middle East,Oman,0,0,0,0,0,0,0
2009 Q2,Other,Other and unknown,93,14,0,0,3,76,0
2009 Q2,Asia South,Pakistan,"1,274","1,244",1,0,1,13,15
2009 Q2,Oceania,Palau,0,0,0,0,0,0,0
2009 Q2,America Central and South,Panama,1,1,0,0,0,0,0
2009 Q2,Oceania,Papua New Guinea,1,1,0,0,0,0,0
2009 Q2,America Central and South,Paraguay,3,3,0,0,0,0,0
2009 Q2,America Central and South,Peru,25,22,0,0,1,0,2
2009 Q2,Asia South East,Philippines,211,161,0,0,48,0,2
2009 Q2,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2009 Q2,EU 8,Poland,1,0,1,0,0,0,0
2009 Q2,EU 14,Portugal,0,0,0,0,0,0,0
2009 Q2,America North,Puerto Rico,0,0,0,0,0,0,0
2009 Q2,Middle East,Qatar,0,0,0,0,0,0,0
2009 Q2,Other,Refugee,7,5,0,0,1,1,0
2009 Q2,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2009 Q2,EU 2,Romania,0,0,0,0,0,0,0
2009 Q2,Europe Other,Russia,147,117,2,0,16,0,12
2009 Q2,Africa Sub-Saharan,Rwanda,11,5,0,0,4,2,0
2009 Q2,Oceania,Samoa,0,0,0,0,0,0,0
2009 Q2,Europe Other,San Marino,0,0,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2009 Q2,Middle East,Saudi Arabia,3,3,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Senegal,7,7,0,0,0,0,0
2009 Q2,Europe Other,Serbia,18,17,0,0,0,0,1
2009 Q2,Europe Other,Serbia and Montenegro,z,z,z,z,z,z,z
2009 Q2,Africa Sub-Saharan,Seychelles,2,2,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Sierra Leone,54,33,0,0,20,0,1
2009 Q2,Asia South East,Singapore,17,17,0,0,0,0,0
2009 Q2,EU 8,Slovakia,0,0,0,0,0,0,0
2009 Q2,EU 8,Slovenia,0,0,0,0,0,0,0
2009 Q2,Oceania,Solomon Islands,0,0,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Somalia,446,53,3,0,11,342,37
2009 Q2,Africa Sub-Saharan,South Africa,350,287,21,0,33,0,9
2009 Q2,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2009 Q2,EU 14,Spain,0,0,0,0,0,0,0
2009 Q2,Asia South,Sri Lanka,136,91,2,0,10,10,23
2009 Q2,Other,St. Helena (British),0,0,0,0,0,0,0
2009 Q2,America Central and South,St. Kitts and Nevis,0,0,0,0,0,0,0
2009 Q2,America Central and South,St. Lucia,11,9,1,0,1,0,0
2009 Q2,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2009 Q2,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2009 Q2,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2009 Q2,America Central and South,St. Vincent and the Grenadines,4,4,0,0,0,0,0
2009 Q2,Other,Stateless,8,1,0,0,0,7,0
2009 Q2,Africa North,Sudan,74,39,0,0,0,35,0
2009 Q2,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2009 Q2,America Central and South,Surinam,0,0,0,0,0,0,0
2009 Q2,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Swaziland,2,2,0,0,0,0,0
2009 Q2,EU 14,Sweden,0,0,0,0,0,0,0
2009 Q2,Europe Other,Switzerland,0,0,0,0,0,0,0
2009 Q2,Middle East,Syria,25,20,0,0,0,5,0
2009 Q2,Asia East,Taiwan,22,19,0,0,3,0,0
2009 Q2,Asia Central,Tajikistan,1,0,1,0,0,0,0
2009 Q2,Africa Sub-Saharan,Tanzania,24,19,2,0,0,0,3
2009 Q2,Asia South East,Thailand,314,286,0,2,25,0,1
2009 Q2,Africa Sub-Saharan,Togo,2,1,0,0,1,0,0
2009 Q2,Oceania,Tokelau,0,0,0,0,0,0,0
2009 Q2,Oceania,Tonga,0,0,0,0,0,0,0
2009 Q2,America Central and South,Trinidad and Tobago,28,23,1,0,4,0,0
2009 Q2,Africa North,Tunisia,60,60,0,0,0,0,0
2009 Q2,Europe Other,Turkey,295,265,1,0,19,10,0
2009 Q2,Asia Central,Turkmenistan,2,1,0,0,1,0,0
2009 Q2,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2009 Q2,Oceania,Tuvalu,0,0,0,0,0,0,0
2009 Q2,Africa Sub-Saharan,Uganda,26,12,1,0,4,4,5
2009 Q2,Europe Other,Ukraine,79,74,0,0,4,0,1
2009 Q2,Middle East,United Arab Emirates,1,1,0,0,0,0,0
2009 Q2,America North,United States,611,550,13,1,46,0,1
2009 Q2,America Central and South,Uruguay,2,2,0,0,0,0,0
2009 Q2,Asia Central,Uzbekistan,7,7,0,0,0,0,0
2009 Q2,Oceania,Vanuatu,0,0,0,0,0,0,0
2009 Q2,Europe Other,Vatican City,0,0,0,0,0,0,0
2009 Q2,America Central and South,Venezuela,14,13,1,0,0,0,0
2009 Q2,Asia South East,Vietnam,35,32,0,2,1,0,0
2009 Q2,Other,Virgin Islands (British),0,0,0,0,0,0,0
2009 Q2,America North,Virgin Islands (US),0,0,0,0,0,0,0
2009 Q2,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2009 Q2,Africa North,Western Sahara,0,0,0,0,0,0,0
2009 Q2,Middle East,Yemen,42,33,0,0,6,0,3
2009 Q2,Africa Sub-Saharan,Zambia,14,12,0,0,0,2,0
2009 Q2,Africa Sub-Saharan,Zimbabwe,334,45,5,0,65,213,6
2009 Q3,*Total,*Total,"11,468","8,220",477,16,"1,252","1,202",301
2009 Q3,Africa North,*Total Africa North,378,321,3,0,6,46,2
2009 Q3,Africa Sub-Saharan,*Total Africa Sub-Saharan,"2,835","1,368",57,4,312,988,106
2009 Q3,America North,*Total America North,863,777,20,0,61,0,5
2009 Q3,America Central and South,*Total America Central and South,804,686,7,0,104,0,7
2009 Q3,Asia Central,*Total Asia Central,184,134,3,2,8,27,10
2009 Q3,Asia East,*Total Asia East,487,425,3,0,46,4,9
2009 Q3,Asia South,*Total Asia South,"2,701","1,840",344,1,355,39,122
2009 Q3,Asia South East,*Total Asia South East,"1,405","1,137",8,3,240,5,12
2009 Q3,EU 14,*Total EU 14,1,1,0,0,0,0,0
2009 Q3,EU 2,*Total EU 2,1,0,0,0,0,1,0
2009 Q3,EU 8,*Total EU 8,0,0,0,0,0,0,0
2009 Q3,EU Other,*Total EU Other,10,8,2,0,0,0,0
2009 Q3,Europe Other,*Total Europe Other,865,756,8,6,69,11,15
2009 Q3,Middle East,*Total Middle East,538,450,7,0,21,52,8
2009 Q3,Oceania,*Total Oceania,345,303,14,0,24,0,4
2009 Q3,Other,*Total Other,51,14,1,0,6,29,1
2009 Q3,Asia Central,Afghanistan,149,115,1,0,5,19,9
2009 Q3,Europe Other,Albania,96,87,0,0,4,1,4
2009 Q3,Africa North,Algeria,66,65,1,0,0,0,0
2009 Q3,Oceania,American Samoa,0,0,0,0,0,0,0
2009 Q3,Europe Other,Andorra,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Angola,7,2,0,0,3,2,0
2009 Q3,Other,Anguilla (British),0,0,0,0,0,0,0
2009 Q3,America Central and South,Antigua and Barbuda,0,0,0,0,0,0,0
2009 Q3,America Central and South,Argentina,17,17,0,0,0,0,0
2009 Q3,Europe Other,Armenia,9,7,1,0,1,0,0
2009 Q3,America Central and South,Aruba,0,0,0,0,0,0,0
2009 Q3,Oceania,Australia,255,223,10,0,18,0,4
2009 Q3,EU 14,Austria,0,0,0,0,0,0,0
2009 Q3,Europe Other,Azerbaijan,14,14,0,0,0,0,0
2009 Q3,America Central and South,"Bahamas, The",3,3,0,0,0,0,0
2009 Q3,Middle East,Bahrain,0,0,0,0,0,0,0
2009 Q3,Asia South,Bangladesh,304,299,0,0,3,0,2
2009 Q3,America Central and South,Barbados,8,8,0,0,0,0,0
2009 Q3,Europe Other,Belarus,25,22,0,0,2,1,0
2009 Q3,EU 14,Belgium,0,0,0,0,0,0,0
2009 Q3,America Central and South,Belize,3,3,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Benin,2,2,0,0,0,0,0
2009 Q3,Other,Bermuda (British),0,0,0,0,0,0,0
2009 Q3,Asia South,Bhutan,1,1,0,0,0,0,0
2009 Q3,America Central and South,Bolivia,10,8,1,0,1,0,0
2009 Q3,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z,z,z
2009 Q3,Europe Other,Bosnia and Herzegovina,15,10,2,0,2,0,1
2009 Q3,Africa Sub-Saharan,Botswana,5,3,0,0,2,0,0
2009 Q3,America Central and South,Brazil,179,160,2,0,16,0,1
2009 Q3,Other,British overseas citizens,1,0,0,0,1,0,0
2009 Q3,Asia South East,Brunei,0,0,0,0,0,0,0
2009 Q3,EU 2,Bulgaria,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Burkina,2,2,0,0,0,0,0
2009 Q3,Asia South East,Burma,10,4,0,0,0,5,1
2009 Q3,Africa Sub-Saharan,Burundi,11,6,0,0,1,3,1
2009 Q3,Asia South East,Cambodia,6,5,0,0,1,0,0
2009 Q3,Africa Sub-Saharan,Cameroon,47,26,0,0,4,17,0
2009 Q3,America North,Canada,198,178,3,0,16,0,1
2009 Q3,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0
2009 Q3,Other,Cayman Islands (British),0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Chad,1,1,0,0,0,0,0
2009 Q3,America Central and South,Chile,10,9,0,0,1,0,0
2009 Q3,Asia East,China,274,222,0,0,42,3,7
2009 Q3,Oceania,Christmas Island,0,0,0,0,0,0,0
2009 Q3,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2009 Q3,America Central and South,Colombia,82,71,1,0,8,0,2
2009 Q3,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Congo,5,2,0,0,0,3,0
2009 Q3,Africa Sub-Saharan,Congo (Democratic Republic),53,5,0,0,4,41,3
2009 Q3,Oceania,Cook Islands,0,0,0,0,0,0,0
2009 Q3,America Central and South,Costa Rica,1,1,0,0,0,0,0
2009 Q3,EU Other,Croatia,10,8,2,0,0,0,0
2009 Q3,America Central and South,Cuba,25,25,0,0,0,0,0
2009 Q3,America Central and South,Curacao,z,z,z,z,z,z,z
2009 Q3,EU Other,Cyprus,0,0,0,0,0,0,0
2009 Q3,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2009 Q3,EU 8,Czech Republic,0,0,0,0,0,0,0
2009 Q3,EU 14,Denmark,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Djibouti,1,1,0,0,0,0,0
2009 Q3,America Central and South,Dominica,2,2,0,0,0,0,0
2009 Q3,America Central and South,Dominican Republic,7,7,0,0,0,0,0
2009 Q3,Asia South East,East Timor,0,0,0,0,0,0,0
2009 Q3,America Central and South,Ecuador,21,20,0,0,0,0,1
2009 Q3,Africa North,Egypt,51,49,1,0,0,0,1
2009 Q3,America Central and South,El Salvador,1,1,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Equatorial Guinea,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Eritrea,158,18,2,0,0,138,0
2009 Q3,EU 8,Estonia,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Ethiopia,81,57,1,4,6,11,2
2009 Q3,Other,Falkland Islands (British),0,0,0,0,0,0,0
2009 Q3,Europe Other,Faroe Islands,0,0,0,0,0,0,0
2009 Q3,Oceania,Fiji,5,5,0,0,0,0,0
2009 Q3,EU 14,Finland,0,0,0,0,0,0,0
2009 Q3,Europe Other,Former Yugoslavia,3,2,0,0,0,1,0
2009 Q3,EU 14,France,0,0,0,0,0,0,0
2009 Q3,America Central and South,French Guiana,0,0,0,0,0,0,0
2009 Q3,Oceania,French Polynesia,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Gabon,2,1,1,0,0,0,0
2009 Q3,Africa Sub-Saharan,"Gambia, The",49,38,2,0,7,2,0
2009 Q3,Europe Other,Georgia,16,9,0,0,0,4,3
2009 Q3,EU 14,Germany,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Ghana,247,191,1,0,51,0,4
2009 Q3,Other,Gibraltar (British),0,0,0,0,0,0,0
2009 Q3,EU 14,Greece,0,0,0,0,0,0,0
2009 Q3,Europe Other,Greenland,0,0,0,0,0,0,0
2009 Q3,America Central and South,Grenada,7,7,0,0,0,0,0
2009 Q3,America Central and South,Guadeloupe,0,0,0,0,0,0,0
2009 Q3,Oceania,Guam,0,0,0,0,0,0,0
2009 Q3,America Central and South,Guatemala,2,2,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Guinea,19,11,1,0,2,5,0
2009 Q3,Africa Sub-Saharan,Guinea-Bissau,0,0,0,0,0,0,0
2009 Q3,America Central and South,Guyana,13,12,0,0,1,0,0
2009 Q3,America Central and South,Haiti,1,1,0,0,0,0,0
2009 Q3,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0
2009 Q3,America Central and South,Honduras,2,2,0,0,0,0,0
2009 Q3,Asia East,Hong Kong,55,50,1,0,3,0,1
2009 Q3,EU 8,Hungary,0,0,0,0,0,0,0
2009 Q3,Europe Other,Iceland,0,0,0,0,0,0,0
2009 Q3,Asia South,India,816,684,4,1,95,0,32
2009 Q3,Asia South East,Indonesia,32,30,0,0,2,0,0
2009 Q3,Middle East,Iran,85,69,0,0,3,12,1
2009 Q3,Middle East,Iraq,293,240,1,0,12,37,3
2009 Q3,EU 14,Ireland,0,0,0,0,0,0,0
2009 Q3,Middle East,Israel,33,31,2,0,0,0,0
2009 Q3,EU 14,Italy,1,1,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Ivory Coast,19,10,0,0,4,5,0
2009 Q3,America Central and South,Jamaica,287,216,2,0,68,0,1
2009 Q3,Asia East,Japan,89,88,1,0,0,0,0
2009 Q3,Middle East,Jordan,21,20,1,0,0,0,0
2009 Q3,Asia Central,Kazakhstan,9,7,0,2,0,0,0
2009 Q3,Africa Sub-Saharan,Kenya,83,61,2,0,14,0,6
2009 Q3,Oceania,Kiribati,0,0,0,0,0,0,0
2009 Q3,Asia East,Korea (North),0,0,0,0,0,0,0
2009 Q3,Asia East,Korea (South),34,34,0,0,0,0,0
2009 Q3,Europe Other,Kosovo,51,51,0,0,0,0,0
2009 Q3,Middle East,Kuwait,1,1,0,0,0,0,0
2009 Q3,Asia Central,Kyrgyzstan,6,4,0,0,1,1,0
2009 Q3,Asia South East,Laos,3,3,0,0,0,0,0
2009 Q3,EU 8,Latvia,0,0,0,0,0,0,0
2009 Q3,Middle East,Lebanon,39,31,2,0,6,0,0
2009 Q3,Africa Sub-Saharan,Lesotho,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Liberia,10,5,1,0,3,1,0
2009 Q3,Africa North,Libya,8,7,0,0,1,0,0
2009 Q3,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2009 Q3,EU 8,Lithuania,0,0,0,0,0,0,0
2009 Q3,EU 14,Luxembourg,0,0,0,0,0,0,0
2009 Q3,Asia East,Macau,2,2,0,0,0,0,0
2009 Q3,Europe Other,Macedonia,9,8,0,0,1,0,0
2009 Q3,Africa Sub-Saharan,Madagascar,3,2,1,0,0,0,0
2009 Q3,Africa Sub-Saharan,Malawi,7,7,0,0,0,0,0
2009 Q3,Asia South East,Malaysia,69,55,0,0,13,0,1
2009 Q3,Asia South,Maldives,1,1,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Mali,0,0,0,0,0,0,0
2009 Q3,EU Other,Malta,0,0,0,0,0,0,0
2009 Q3,Oceania,Marshall Islands,0,0,0,0,0,0,0
2009 Q3,America Central and South,Martinique,0,0,0,0,0,0,0
2009 Q3,Africa North,Mauritania,1,1,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Mauritius,60,49,0,0,10,0,1
2009 Q3,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2009 Q3,America Central and South,Mexico,30,29,0,0,1,0,0
2009 Q3,Oceania,Micronesia,0,0,0,0,0,0,0
2009 Q3,Europe Other,Moldova,16,10,0,0,6,0,0
2009 Q3,Europe Other,Monaco,0,0,0,0,0,0,0
2009 Q3,Asia East,Mongolia,3,2,0,0,0,1,0
2009 Q3,Europe Other,Montenegro,1,1,0,0,0,0,0
2009 Q3,Other,Montserrat (British),0,0,0,0,0,0,0
2009 Q3,Africa North,Morocco,149,142,1,0,5,0,1
2009 Q3,Africa Sub-Saharan,Mozambique,2,2,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Namibia,5,5,0,0,0,0,0
2009 Q3,Oceania,Nauru,0,0,0,0,0,0,0
2009 Q3,Asia South,Nepal,761,130,335,0,239,0,57
2009 Q3,EU 14,Netherlands,0,0,0,0,0,0,0
2009 Q3,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2009 Q3,Oceania,New Caledonia,0,0,0,0,0,0,0
2009 Q3,Oceania,New Zealand,80,74,2,0,4,0,0
2009 Q3,America Central and South,Nicaragua,2,2,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Nigeria,371,304,6,0,49,4,8
2009 Q3,Oceania,Niue,0,0,0,0,0,0,0
2009 Q3,Oceania,Norfolk Island,0,0,0,0,0,0,0
2009 Q3,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2009 Q3,Europe Other,Norway,0,0,0,0,0,0,0
2009 Q3,Middle East,Occupied Palestinian Territories,5,5,0,0,0,0,0
2009 Q3,Middle East,Oman,2,2,0,0,0,0,0
2009 Q3,Other,Other and unknown,42,12,1,0,5,24,0
2009 Q3,Asia South,Pakistan,642,614,1,0,11,4,12
2009 Q3,Oceania,Palau,0,0,0,0,0,0,0
2009 Q3,America Central and South,Panama,1,1,0,0,0,0,0
2009 Q3,Oceania,Papua New Guinea,4,0,2,0,2,0,0
2009 Q3,America Central and South,Paraguay,0,0,0,0,0,0,0
2009 Q3,America Central and South,Peru,29,25,0,0,3,0,1
2009 Q3,Asia South East,Philippines,604,426,8,0,160,0,10
2009 Q3,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2009 Q3,EU 8,Poland,0,0,0,0,0,0,0
2009 Q3,EU 14,Portugal,0,0,0,0,0,0,0
2009 Q3,America North,Puerto Rico,0,0,0,0,0,0,0
2009 Q3,Middle East,Qatar,0,0,0,0,0,0,0
2009 Q3,Other,Refugee,2,1,0,0,0,0,1
2009 Q3,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2009 Q3,EU 2,Romania,1,0,0,0,0,1,0
2009 Q3,Europe Other,Russia,183,163,1,6,5,4,4
2009 Q3,Africa Sub-Saharan,Rwanda,12,2,1,0,0,4,5
2009 Q3,Oceania,Samoa,0,0,0,0,0,0,0
2009 Q3,Europe Other,San Marino,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2009 Q3,Middle East,Saudi Arabia,6,4,1,0,0,1,0
2009 Q3,Africa Sub-Saharan,Senegal,5,4,0,0,0,1,0
2009 Q3,Europe Other,Serbia,15,15,0,0,0,0,0
2009 Q3,Europe Other,Serbia and Montenegro,z,z,z,z,z,z,z
2009 Q3,Africa Sub-Saharan,Seychelles,5,5,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Sierra Leone,87,44,9,0,29,1,4
2009 Q3,Asia South East,Singapore,20,20,0,0,0,0,0
2009 Q3,EU 8,Slovakia,0,0,0,0,0,0,0
2009 Q3,EU 8,Slovenia,0,0,0,0,0,0,0
2009 Q3,Oceania,Solomon Islands,1,1,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Somalia,566,103,1,0,18,391,53
2009 Q3,Africa Sub-Saharan,South Africa,311,263,14,0,29,0,5
2009 Q3,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2009 Q3,EU 14,Spain,0,0,0,0,0,0,0
2009 Q3,Asia South,Sri Lanka,176,111,4,0,7,35,19
2009 Q3,Other,St. Helena (British),0,0,0,0,0,0,0
2009 Q3,America Central and South,St. Kitts and Nevis,1,1,0,0,0,0,0
2009 Q3,America Central and South,St. Lucia,18,13,1,0,3,0,1
2009 Q3,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2009 Q3,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2009 Q3,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2009 Q3,America Central and South,St. Vincent and the Grenadines,2,2,0,0,0,0,0
2009 Q3,Other,Stateless,6,1,0,0,0,5,0
2009 Q3,Africa North,Sudan,69,23,0,0,0,46,0
2009 Q3,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2009 Q3,America Central and South,Surinam,0,0,0,0,0,0,0
2009 Q3,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Swaziland,2,2,0,0,0,0,0
2009 Q3,EU 14,Sweden,0,0,0,0,0,0,0
2009 Q3,Europe Other,Switzerland,0,0,0,0,0,0,0
2009 Q3,Middle East,Syria,18,16,0,0,0,1,1
2009 Q3,Asia East,Taiwan,30,27,1,0,1,0,1
2009 Q3,Asia Central,Tajikistan,1,0,1,0,0,0,0
2009 Q3,Africa Sub-Saharan,Tanzania,23,21,0,0,1,0,1
2009 Q3,Asia South East,Thailand,631,564,0,3,64,0,0
2009 Q3,Africa Sub-Saharan,Togo,10,4,0,0,0,6,0
2009 Q3,Oceania,Tokelau,0,0,0,0,0,0,0
2009 Q3,Oceania,Tonga,0,0,0,0,0,0,0
2009 Q3,America Central and South,Trinidad and Tobago,26,24,0,0,2,0,0
2009 Q3,Africa North,Tunisia,34,34,0,0,0,0,0
2009 Q3,Europe Other,Turkey,259,233,1,0,25,0,0
2009 Q3,Asia Central,Turkmenistan,4,0,1,0,2,0,1
2009 Q3,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2009 Q3,Oceania,Tuvalu,0,0,0,0,0,0,0
2009 Q3,Africa Sub-Saharan,Uganda,47,30,1,0,8,3,5
2009 Q3,Europe Other,Ukraine,153,124,3,0,23,0,3
2009 Q3,Middle East,United Arab Emirates,0,0,0,0,0,0,0
2009 Q3,America North,United States,665,599,17,0,45,0,4
2009 Q3,America Central and South,Uruguay,1,1,0,0,0,0,0
2009 Q3,Asia Central,Uzbekistan,15,8,0,0,0,7,0
2009 Q3,Oceania,Vanuatu,0,0,0,0,0,0,0
2009 Q3,Europe Other,Vatican City,0,0,0,0,0,0,0
2009 Q3,America Central and South,Venezuela,13,13,0,0,0,0,0
2009 Q3,Asia South East,Vietnam,30,30,0,0,0,0,0
2009 Q3,Other,Virgin Islands (British),0,0,0,0,0,0,0
2009 Q3,America North,Virgin Islands (US),0,0,0,0,0,0,0
2009 Q3,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2009 Q3,Africa North,Western Sahara,0,0,0,0,0,0,0
2009 Q3,Middle East,Yemen,35,31,0,0,0,1,3
2009 Q3,Africa Sub-Saharan,Zambia,28,22,0,0,4,2,0
2009 Q3,Africa Sub-Saharan,Zimbabwe,489,57,13,0,63,348,8
2009 Q4,*Total,*Total,"14,083","10,765",584,16,"1,324","1,035",359
2009 Q4,Africa North,*Total Africa North,430,409,3,0,0,16,2
2009 Q4,Africa Sub-Saharan,*Total Africa Sub-Saharan,"2,774","1,452",65,4,358,794,101
2009 Q4,America North,*Total America North,910,824,29,0,55,0,2
2009 Q4,America Central and South,*Total America Central and South,654,588,3,0,59,0,4
2009 Q4,Asia Central,*Total Asia Central,624,467,3,1,21,71,61
2009 Q4,Asia East,*Total Asia East,498,415,2,0,70,5,6
2009 Q4,Asia South,*Total Asia South,"5,507","4,340",442,2,518,66,139
2009 Q4,Asia South East,*Total Asia South East,"1,063",893,6,3,153,2,6
2009 Q4,EU 14,*Total EU 14,0,0,0,0,0,0,0
2009 Q4,EU 2,*Total EU 2,0,0,0,0,0,0,0
2009 Q4,EU 8,*Total EU 8,0,0,0,0,0,0,0
2009 Q4,EU Other,*Total EU Other,20,19,1,0,0,0,0
2009 Q4,Europe Other,*Total Europe Other,808,723,13,6,31,7,28
2009 Q4,Middle East,*Total Middle East,484,398,8,0,27,42,9
2009 Q4,Oceania,*Total Oceania,242,210,8,0,24,0,0
2009 Q4,Other,*Total Other,69,27,1,0,8,32,1
2009 Q4,Asia Central,Afghanistan,590,439,1,0,20,69,61
2009 Q4,Europe Other,Albania,64,56,1,0,2,1,4
2009 Q4,Africa North,Algeria,64,64,0,0,0,0,0
2009 Q4,Oceania,American Samoa,0,0,0,0,0,0,0
2009 Q4,Europe Other,Andorra,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Angola,4,4,0,0,0,0,0
2009 Q4,Other,Anguilla (British),0,0,0,0,0,0,0
2009 Q4,America Central and South,Antigua and Barbuda,1,1,0,0,0,0,0
2009 Q4,America Central and South,Argentina,12,11,0,0,1,0,0
2009 Q4,Europe Other,Armenia,7,3,3,0,0,0,1
2009 Q4,America Central and South,Aruba,0,0,0,0,0,0,0
2009 Q4,Oceania,Australia,175,156,5,0,14,0,0
2009 Q4,EU 14,Austria,0,0,0,0,0,0,0
2009 Q4,Europe Other,Azerbaijan,16,12,1,0,1,2,0
2009 Q4,America Central and South,"Bahamas, The",0,0,0,0,0,0,0
2009 Q4,Middle East,Bahrain,3,2,1,0,0,0,0
2009 Q4,Asia South,Bangladesh,462,445,1,0,5,2,9
2009 Q4,America Central and South,Barbados,7,7,0,0,0,0,0
2009 Q4,Europe Other,Belarus,28,26,1,0,1,0,0
2009 Q4,EU 14,Belgium,0,0,0,0,0,0,0
2009 Q4,America Central and South,Belize,3,3,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Benin,1,1,0,0,0,0,0
2009 Q4,Other,Bermuda (British),0,0,0,0,0,0,0
2009 Q4,Asia South,Bhutan,0,0,0,0,0,0,0
2009 Q4,America Central and South,Bolivia,12,7,0,0,3,0,2
2009 Q4,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z,z,z
2009 Q4,Europe Other,Bosnia and Herzegovina,7,5,1,0,0,0,1
2009 Q4,Africa Sub-Saharan,Botswana,5,5,0,0,0,0,0
